,Date,USD,EUR,BRL,CAD,HKD,PHP,DKK,HUF,CZK,GBP,RON,SEK,IDR,INR,RUB,HRK,JPY,THB,CHF,MYR,BGN,TRY,CNY,NOK,NZD,ZAR,MXN,SGD,AUD,ILS,KRW,PLN,ISK
457,2011-10-11,1.0,0.7349158521,1.7726170353,1.028000294,7.7814360256,43.4416109355,5.4703461454,216.8369221724,18.2104799001,0.6395237745,3.1814507239,6.7025795546,8936.4224296318,49.3253472477,31.5484677004,5.4912912472,76.6223267436,30.9399573749,0.9098258249,3.1414713015,1.4373484236,1.8428014992,6.37598295,5.7183802455,1.283310061,7.9506871463,13.3362974939,1.2850003675,1.0056588521,3.6999338576,1171.3676784008,3.1810097744,
458,2011-10-12,1.0,0.7264274299,1.776986779,1.0167078309,7.7803283452,43.4272846143,5.4078163591,212.1386023536,18.0001452855,0.6358782508,3.1331541479,6.6229115211,8906.1019904112,48.9597559204,31.1310475084,5.4322243208,76.8342292605,30.7997966003,0.8983728026,3.1263983728,1.4207467674,1.8297254104,6.3587098649,5.6537846869,1.262022374,7.801031527,13.2546128142,1.27727735,0.9885950894,3.6569809676,1164.9208194101,3.1193520267,
459,2011-10-13,1.0,0.7284912945,1.764187368,1.0220732862,7.7797042325,43.3831135718,5.4236176878,212.5737597436,18.0272455744,0.6380491003,3.1473009398,6.6565163546,8872.6160122387,49.1301813943,31.2723100459,5.4496976761,76.8412617469,30.8297515845,0.8985940118,3.1395060829,1.4247832738,1.8339039848,6.3801267575,5.6509069717,1.2640780943,7.8893421724,13.3399868872,1.2792307132,0.9860858163,3.662344285,1159.4230348947,3.1447512202,
460,2011-10-14,1.0,0.7242702977,1.7412906497,1.014702687,7.7775041646,43.3164336931,5.3926269284,211.9939161295,17.9184471645,0.6335916564,3.1352212646,6.6194683856,8857.3622075759,49.0200622872,30.9636416311,5.4123270805,77.0768450786,30.7698993264,0.8972260448,3.1284855508,1.4165278482,1.8389947128,6.3864706308,5.6098355906,1.2542188745,7.8633301948,13.3344680235,1.2695734048,0.9753748099,3.659375679,1156.8262475556,3.121604983,
461,2011-10-17,1.0,0.7259001161,1.7481852497,1.0129936121,7.7761324042,43.1656504065,5.4045441347,213.3710801394,17.974738676,0.6344367015,3.1445993031,6.6479384437,8817.6030778165,48.9547038328,30.7948606272,5.4213850174,77.2575493612,30.6199186992,0.8975754936,3.100101626,1.4197154472,1.8520615563,6.3694831591,5.612659698,1.2503629501,7.9018583043,13.2735917538,1.2672764228,0.9731416957,3.6271051103,1145.3614982578,3.1160714286,
462,2011-10-18,1.0,0.7312079555,1.7791751974,1.0250073121,7.7780783855,43.3284586136,5.4442819538,218.1924539339,18.2253582919,0.6362971629,3.1825826265,6.697060544,8819.325826265,49.3930973969,31.3527347178,5.4632202398,76.7548990933,30.7801988886,0.9028955835,3.1335185727,1.4300965195,1.8695525007,6.3806668617,5.674539339,1.2693770108,8.0748756946,13.5410207663,1.2739836209,0.9863264112,3.6513600468,1146.2415911085,3.194208833,
463,2011-10-19,1.0,0.7231703789,1.7558576801,1.0110645068,7.7763957188,43.1573618745,5.3843650564,213.9137980908,17.9874168354,0.6327379231,3.1377639572,6.5985681226,8799.4070002893,49.1647382123,31.0023141452,5.3984668788,76.7934625398,30.6899045415,0.8987561469,3.1065229968,1.4143766271,1.8539919005,6.3785796934,5.5937228811,1.2515186578,7.9880676887,13.3698293318,1.2609198727,0.9691929419,3.6367515187,1132.8319352039,3.1350159097,
464,2011-10-20,1.0,0.7242702977,1.7684507858,1.0150648222,7.7795321214,43.3490258564,5.3921923662,214.5578329833,18.036503223,0.6337365105,3.1383356269,6.5892663142,8822.7638154559,49.8073441008,31.2689215615,5.4130513508,76.8233504744,30.9697979286,0.895342942,3.1237777939,1.4165278482,1.8610849569,6.3842253929,5.5830375896,1.2537118853,8.0816976896,13.4118925183,1.2674005939,0.9740711233,3.6500325922,1142.2901426812,3.1516622003,
465,2011-10-21,1.0,0.7247427163,1.7856211045,1.0115234092,7.7803304827,43.4548485288,5.3961443687,216.3067111176,18.1134947094,0.6288954921,3.1384258588,6.5974054211,8862.1829250616,50.0246412524,31.1820553703,5.4192636614,76.6922742426,30.9899985505,0.891940861,3.1446586462,1.4174518046,1.8490360922,6.3864328164,5.5848673721,1.2540947963,8.1526308161,13.7100304392,1.2738802725,0.9712277142,3.6430642122,1148.0069575301,3.1841571242,
466,2011-10-24,1.0,0.7217090069,1.7790127021,1.0059180139,7.7787240185,43.2974884527,5.3732678984,214.6362586605,18.0297344111,0.6272372979,3.120669746,6.5722430716,8849.2061200924,49.8253464203,30.8317696305,5.4047344111,76.1042147806,30.8797632794,0.8862586605,3.1345265589,1.4115184758,1.8225317552,6.3757938799,5.5510248268,1.242710739,8.0297344111,13.6289693995,1.2694139723,0.9613163972,3.643908776,1135.4359122402,3.1566830254,
467,2011-10-25,1.0,0.7184940365,1.7417013939,1.0005747952,7.7766202041,43.1549073143,5.3493318005,213.4430234229,17.8948124731,0.6251616612,3.1064808162,6.5461991665,8846.9535852852,49.5099870671,30.4795947694,5.3774967668,76.1459979882,30.8399195287,0.8803707429,3.1272452939,1.4052306366,1.7930018681,6.3606840063,5.5219859175,1.2470182497,7.8935191838,13.3399913781,1.2620347751,0.9545193275,3.6406092829,1126.6704986349,3.1480816209,
468,2011-10-26,1.0,0.7180297264,1.7562289079,1.0134271559,7.7731744094,43.1952322826,5.3453722984,213.8723343146,17.8983269907,0.6260501185,3.1082070798,6.5317010124,8874.6391900625,49.5074316077,30.5701156028,5.3730164429,75.8742011919,30.7998851152,0.8754936454,3.1425289007,1.404322539,1.7647016586,6.3539886551,5.514468299,1.2550441588,7.9641703167,13.4653550657,1.2678968909,0.9638113018,3.6496014935,1131.9523228262,3.139082358,
469,2011-10-27,1.0,0.7123521869,1.7339364582,0.9947285938,7.7726884172,42.8451346346,5.3028209147,215.2728308876,17.6898418578,0.6242342214,3.0861233794,6.4311155435,8820.0669611056,49.5099016954,30.1416156148,5.33551788,75.7871491665,30.5399629577,0.8699957259,3.0919646673,1.3932184072,1.7664909531,6.3601652657,5.4537683431,1.2274540533,7.7828750534,13.2075794273,1.2505342641,0.9394500641,3.6239492805,1110.3077361448,3.0930331956,
470,2011-10-28,1.0,0.7062146893,1.7007062147,0.9937853107,7.7665960452,42.6716101695,5.2561440678,212.1115819209,17.4435028249,0.621009887,3.0448446328,6.3687853107,8791.1723163842,48.7662429379,29.8622881356,5.2934322034,75.7697740113,30.5402542373,0.8623587571,3.0663135593,1.3812146893,1.745480226,6.3600282486,5.4184322034,1.2232344633,7.7341101695,13.125,1.2420903955,0.9371468927,3.5980225989,1105.3248587571,3.0543785311,
471,2011-10-31,1.0,0.7142346975,1.6889507892,0.9949289336,7.7662309835,42.6748089422,5.315334619,216.8059424327,17.7137347332,0.6235983144,3.0960645668,6.43454039,8854.5961002785,48.6950932076,30.1360617099,5.3546175273,78.0087136633,30.639954289,0.8707235197,3.0734947504,1.3969002214,1.7543746875,6.3566888079,5.500678523,1.2301264195,7.8009427898,13.1299907149,1.249196486,0.9445753875,3.604385401,1109.1850582101,3.1031354903,
472,2011-11-01,1.0,0.7338372349,1.757173259,1.016731489,7.7728039921,42.7746385852,5.4607763998,227.1079474573,18.3679459896,0.6275409114,3.1942467161,6.6503999413,8895.1713509943,49.2801056726,30.9239010787,5.504513099,78.2123724958,30.9400454979,0.8933734498,3.1206428414,1.435238864,1.7984882953,6.3559844427,5.6931092684,1.2586776253,8.1811110296,13.7129962574,1.2770235562,0.9713803478,3.6821750936,1122.2792984516,3.2856828355,
473,2011-11-02,1.0,0.7241653994,1.7379969585,1.0121659787,7.7705119849,42.796002607,5.3885147368,221.1311463538,18.2091389673,0.6241581577,3.1486711565,6.5703526685,8930.3280469259,49.1853139257,30.5127091028,5.4305163299,78.0505467449,30.7799261351,0.8810196249,3.1320153523,1.4163226881,1.7762328916,6.3570859584,5.6184372511,1.2591063799,7.9758852922,13.5053226157,1.2735896879,0.9633572308,3.6552248534,1120.97907162,3.1664132088,
474,2011-11-03,1.0,0.7260582299,1.7189428592,1.0073331881,7.769476512,43.1431060771,5.4026718943,219.9230378276,18.0868365643,0.6239018369,3.1600232339,6.5542728527,8967.6758876062,49.1447034052,30.6051695346,5.4452189066,77.927829812,30.720249764,0.8825963842,3.1344659842,1.420024686,1.759239091,6.3562041676,5.6058955928,1.2578958832,7.8626297829,13.3275248675,1.2679880926,0.9594859508,3.6662310317,1125.4628621215,3.1556668845,
475,2011-11-04,1.0,0.7260582299,1.7394177013,1.0193857547,7.7686052421,42.883903289,5.4038335875,220.758004792,18.1456472809,0.6253176505,3.1631452843,6.6153343498,8950.9765483192,49.10498802,30.5757641763,5.4416612212,78.0875626225,30.659986931,0.8870253394,3.1233572933,1.420024686,1.7588760619,6.340013069,5.6371160967,1.2634139258,7.8661874682,13.3824874755,1.2676976694,0.9642053293,3.6679735715,1111.3410295506,3.1664125463,
476,2011-11-07,1.0,0.7276961141,1.7480716053,1.0173919371,7.7704846456,42.8787658274,5.4168243342,223.1916751565,18.1894920681,0.6233081065,3.1671517974,6.6107553486,8960.1076990249,49.1114830447,30.6206520157,5.4559016155,78.0817930432,30.6898559162,0.898122544,3.122471256,1.42322806,1.7811817785,6.3509678358,5.637825644,1.2574588852,7.9631785766,13.5,1.2706301848,0.9675447533,3.6883277543,1119.5823024305,3.1752292243,
477,2011-11-08,1.0,0.7252683493,1.7441253264,1.0134899913,7.7700899333,43.10632434,5.3992602263,222.9184798375,18.2564548883,0.6223165071,3.1596315637,6.55316217,8925.2320858718,49.4799825936,30.2051058892,5.433202785,77.9736002321,30.6897302002,0.8980272701,3.1235857267,1.4184798375,1.7764722947,6.3465332173,5.6026979983,1.2584131129,7.894981143,13.3795329272,1.2708877285,0.9674354511,3.6784160139,1116.2750217581,3.158181027,
478,2011-11-09,1.0,0.7335142669,1.750385095,1.0201716423,7.7720237659,43.1284383481,5.460720311,227.7561798577,18.6694051199,0.6263111568,3.1944546321,6.656862026,8909.0442309103,50.16504071,30.4863199589,5.4954888873,77.7231717157,30.72031101,0.9038362796,3.1262378053,1.4346072031,1.7918286511,6.3319152058,5.695371525,1.2719870901,7.9857698232,13.5345118463,1.2845301841,0.9777745177,3.7138560845,1121.3232597374,3.2252622314,
479,2011-11-10,1.0,0.7344300823,1.7607226792,1.0202702703,7.7831962397,43.3232961222,5.4656286722,228.1653936545,18.7250293772,0.6267259107,3.1947708578,6.6570945946,8969.6753819036,50.0249706228,30.4788484136,5.4935370153,77.5998824912,30.7997943596,0.9044506463,3.151512926,1.4363983549,1.7848854289,6.3476792009,5.6859576968,1.2819477086,8.035326087,13.553393067,1.2886310223,0.9833284371,3.7220916569,1131.2353113984,3.2186398355,
480,2011-11-11,1.0,0.7326007326,1.755018315,1.0187545788,7.7827838828,43.3018315018,5.4521611722,227.4871794872,18.8285714286,0.6276923077,3.1847619048,6.6619047619,8963.6043956044,50.1224908425,30.4562637363,5.4743589744,77.3553113553,30.8102564103,0.9054945055,3.1479120879,1.4328205128,1.778974359,6.3421978022,5.6791208791,1.2846886447,7.9446153846,13.4939194139,1.2896703297,0.9837362637,3.7216849817,1126.7399267399,3.2406593407,
481,2011-11-14,1.0,0.7321180174,1.762940186,1.016619079,7.7797789004,43.2681748298,5.4491544037,231.0564462991,18.8469141226,0.6271322937,3.1850794348,6.6729628816,8964.9022622447,50.3748444249,30.4943260854,5.4757302877,77.0041730727,30.7899553408,0.905483564,3.1369792811,1.4318764185,1.7816824072,6.3557361447,5.6768431071,1.2773995168,7.9693242551,13.5246357713,1.2880884399,0.9774507651,3.7218683652,1125.9755472582,3.2180979574,
482,2011-11-15,1.0,0.738989063,1.7664794561,1.0246822347,7.7825155188,43.53310671,5.5000738989,232.6115873485,19.0422701744,0.6306902158,3.2142329294,6.7423884127,8993.9994088087,50.6798699379,30.7086905114,5.5287466745,76.9731007981,30.8498374224,0.9167159326,3.1565178835,1.4453148093,1.7956695241,6.3436299143,5.7641146911,1.2999556607,8.1353088974,13.5800325155,1.2922701744,0.986624298,3.732633757,1129.1678983151,3.2622672184,
483,2011-11-16,1.0,0.7416196974,1.7775140908,1.0257342035,7.7821121329,43.4403737763,5.519504598,232.8685849896,18.9899139721,0.6335657075,3.2367991694,6.771951943,9023.9617324236,50.754968852,30.7735093444,5.5510234352,76.9578760012,30.8298724414,0.9184218333,3.1515129042,1.4504598042,1.8047315337,6.3509344408,5.779442302,1.3043607238,8.1589291012,13.5939632157,1.2935330762,0.9880599229,3.7263423317,1134.3889053693,3.2835953723,
484,2011-11-17,1.0,0.7418397626,1.7804154303,1.0252967359,7.7867210682,43.456231454,5.5212908012,231.5801186944,19.0252225519,0.6335311573,3.2372403561,6.80615727,9015.0074183976,50.9451038576,30.8597181009,5.5608308605,76.9732937685,30.899851632,0.9189169139,3.1585311573,1.4508902077,1.8149109792,6.3552670623,5.8015578635,1.3089762611,8.2330118694,13.6950296736,1.2947329377,0.9942878338,3.7329376855,1133.3753709199,3.2928783383,
485,2011-11-18,1.0,0.7365939894,1.7709929287,1.0223187979,7.7871979965,43.405274013,5.4821744255,224.8821449617,18.7647318798,0.6320344726,3.2147171479,6.7476428992,9019.3429581615,51.2551561579,30.8120212139,5.5207719505,76.6499705362,30.9899823217,0.9117560401,3.1605038303,1.4406305245,1.8183559222,6.3548173247,5.7601649971,1.3111373011,8.1624926341,13.6599882145,1.294858574,0.9928550383,3.7216411314,1138.9437242192,3.2557454331,
486,2011-11-21,1.0,0.7430524595,1.802422351,1.0355922128,7.7889731015,43.3994650022,5.5302422351,228.1691187398,19.0206568584,0.6390251152,3.2417892703,6.820850052,9023.0940704414,52.3049487294,31.1038787338,5.5673205528,76.8613464111,31.2000297221,0.9195274186,3.1853915886,1.4532620003,1.8436617625,6.3614950215,5.8259028087,1.3334076386,8.2963293209,13.9149947986,1.3022737405,1.0115916184,3.7375538713,1143.9887056026,3.3042799822,
487,2011-11-22,1.0,0.7388252678,1.8050240118,1.038714444,7.7906169191,43.3032877724,5.4984115257,225.6372367935,18.8289619505,0.6396010344,3.2192833395,6.7997783524,9052.0059106021,52.3753232361,30.9918729221,5.5327669006,76.9486516439,31.1902475065,0.9124492058,3.1754710011,1.4449944588,1.8502401182,6.3555227189,5.7813077207,1.3362393794,8.4067233099,14.0,1.3004063539,1.0135205024,3.7308459549,1144.2039157739,3.297894348,
488,2011-11-23,1.0,0.7469933518,1.8437289908,1.0431015164,7.7929334429,43.5766041682,5.5566594457,231.2691417046,19.1544035258,0.6426383805,3.2530066482,6.8840666318,9047.8075745126,52.4747889744,31.3337566296,5.5993127661,77.2167027713,31.3401060731,0.9191753193,3.1874953313,1.4609695974,1.8672592814,6.3584821095,5.8403675207,1.3476507059,8.4747889744,14.0699932771,1.3064913722,1.0280122507,3.7661163816,1155.2401583626,3.3401807724,
489,2011-11-24,1.0,0.7477753683,1.8582965677,1.0441935243,7.7945861063,43.6297016376,5.5612054139,231.7580198908,19.2125925372,0.6435354819,3.2580572796,6.9124355044,9183.3844313168,52.0346967771,31.3999850445,5.6045763853,77.0732072086,31.2697225753,0.9173708218,3.1829806326,1.4624990653,1.8627832199,6.3679802587,5.855828909,1.3438271143,8.4470201152,14.0770208629,1.3066626785,1.0242279219,3.7748448366,1152.6658191879,3.3578852913,
490,2011-11-25,1.0,0.7559150352,1.8993877088,1.0516289969,7.7968856301,44.0615314839,5.6218912994,237.5992138484,19.67722428,0.6469498828,3.2997959029,6.9925920327,9066.9816312646,52.2397762491,31.6698163126,5.6636178094,77.549323456,31.4097815406,0.9262226926,3.1972182327,1.4784186257,1.8857056467,6.3728928868,5.9233502154,1.3536170534,8.5845490967,14.2747751153,1.3124952755,1.032882304,3.7987754176,1165.1220802782,3.4124272432,
491,2011-11-28,1.0,0.7491759065,1.8637249026,1.0340125862,7.7942762961,43.7458795325,5.5719958046,231.4279292778,19.2965238238,0.642942763,3.2709020078,6.9371441414,9127.532214564,52.0347617621,31.2780940965,5.6176955349,77.7794426131,31.3200479473,0.9221606233,3.1780041954,1.4652382379,1.8592298472,6.3841024873,5.8701678154,1.325591849,8.357431825,14.0405304165,1.2989211867,1.0065178304,3.798321846,1153.3488163021,3.3827539706,
492,2011-11-29,1.0,0.74985003,1.8462057588,1.0285692861,7.7931163767,43.6217756449,5.5771595681,231.7636472705,19.1571685663,0.6401094781,3.2631973605,6.9132423515,9156.7111577684,52.0553389322,31.351229754,5.624625075,77.849430114,31.2799940012,0.9209658068,3.1684913017,1.4665566887,1.8515296941,6.3570785843,5.8859478104,1.3136622675,8.3587282543,13.9582333533,1.2976904619,0.99970006,3.7867426515,1142.5539892022,3.3945710858,
493,2011-11-30,1.0,0.7452675511,1.814055746,1.0193769563,7.7832761962,43.6488299299,5.5425547772,229.2666567298,18.8709196602,0.6377999702,3.2445222835,6.8162170219,9111.02250708,52.2551796095,30.9640035773,5.5913698018,77.5078253093,31.0001490535,0.9140706514,3.174988821,1.4575942763,1.8349977642,6.3770308541,5.7780593233,1.2952750037,8.1658965569,13.5719928454,1.2864063199,0.981144731,3.7782829036,1140.4754806976,3.3596661201,
494,2011-12-01,1.0,0.7411799585,1.7928402016,1.018084791,7.7726059887,43.2782389564,5.5091906315,224.2069374444,18.7362881708,0.6367477023,3.2278387192,6.7638600652,8995.3305662615,51.3697005633,30.733026979,5.5651497184,77.7053068485,30.8597687519,0.9089831011,3.1194040913,1.4495997628,1.8320486214,6.3659946635,5.768603617,1.285724874,8.1048028461,13.5641861844,1.2831307441,0.9770234213,3.7419952564,1125.1185887934,3.339015713,
495,2011-12-02,1.0,0.7401376656,1.785360077,1.013618533,7.7683369107,43.1448449412,5.501591296,223.2921323366,18.6529494486,0.63666642,3.2253719192,6.7229664718,9005.4770187255,51.1050255347,30.712752572,5.5617644882,77.899489305,30.7897268892,0.9135519207,3.1290059951,1.4475612464,1.8182962031,6.3431278218,5.7479091111,1.2801421064,8.0190955518,13.5008511583,1.280586189,0.9721708238,3.7248908297,1129.9385685738,3.3103397232,
496,2011-12-05,1.0,0.7439369141,1.7822496652,1.0150275257,7.7707186431,43.2658830531,5.5313941378,223.1661955066,18.7070376432,0.6392277935,3.2392501116,6.7296533254,9033.0010415117,51.3747954173,30.9031394138,5.5899419729,77.972027972,30.7997321827,0.920919506,3.1304865347,1.4549918167,1.8289689034,6.3465258146,5.7476565987,1.2789019491,7.9973962208,13.4811783961,1.2817289094,0.9724743342,3.7280166642,1127.5777414075,3.3244308883,
497,2011-12-06,1.0,0.7466029565,1.7914737942,1.0183664327,7.7717634762,43.3858444079,5.5508436613,224.1302075556,18.8367925937,0.6395027624,3.2507092728,6.7606390921,9052.4040615201,51.3147678065,31.2662386143,5.6069882037,77.7586979244,30.8302224877,0.9248917426,3.1349858145,1.4602060624,1.8379871584,6.3347021054,5.7607884127,1.2848290279,8.0627893086,13.5164999253,1.2858742721,0.9776019113,3.7405554726,1130.1776915037,3.3259668508,
498,2011-12-07,1.0,0.747551768,1.7954698363,1.0104657248,7.7740898557,43.340808851,5.5576736189,224.4374672946,18.9339911789,0.6409882634,3.2484862077,6.739104433,9031.3149435598,51.717126411,31.2588771772,5.615235105,77.7379083502,30.8402481872,0.9279360096,3.1285041489,1.4620617478,1.8336697316,6.3470882859,5.7512895268,1.2852657547,8.0858936981,13.5149884129,1.2866113478,0.975031771,3.745458623,1130.6870000748,3.3426777304,
499,2011-12-08,1.0,0.7457121551,1.789261745,1.0084265474,7.7747949292,43.3131991051,5.5439224459,224.4742729306,18.8143176734,0.6359433259,3.2345264728,6.7218493661,8997.009694258,51.7248322148,31.3497390007,5.591349739,77.3452647278,30.750186428,0.9226696495,3.1319910515,1.458463833,1.8319164802,6.3618941089,5.7300521999,1.2786726324,8.0815809098,13.5099925429,1.2870991797,0.970246085,3.7369127517,1132.4384787472,3.3380313199,
500,2011-12-09,1.0,0.747160789,1.8113419008,1.0216676629,7.7792887029,43.572922893,5.5550657501,227.9438135087,19.0339210998,0.6374402271,3.2447698745,6.7382695756,9044.5233114166,52.0748655111,31.5316796175,5.6037059175,77.6673640167,30.9496413628,0.921398685,3.1485355649,1.4612970711,1.8454871488,6.3374178123,5.7359533772,1.2968469815,8.2077854154,13.6873132098,1.2967722654,0.9846832038,3.7612074118,1145.9205020921,3.3733562463,
501,2011-12-12,1.0,0.7546600257,1.8163157498,1.0245264508,7.7812240586,43.6510452041,5.6117274168,230.2920534299,19.3026941363,0.6399517018,3.2820919176,6.8315598823,9046.6606293865,52.8616708173,31.5665987473,5.6580635424,77.8205418459,31.1501018791,0.9319296657,3.1654969436,1.4759640782,1.8630292053,6.3605765603,5.8120141876,1.3050335824,8.2337182099,13.7846200287,1.2974869821,0.9889064976,3.764847936,1149.7094558901,3.4257791865,
502,2011-12-13,1.0,0.7586677794,1.8429557697,1.0263257719,7.779986344,43.8472043092,5.6419088081,230.9308853653,19.4469311888,0.6420226083,3.2990668386,6.8739094151,9108.019118428,53.1901980123,31.6451710796,5.6889462105,77.8393141643,31.2100751081,0.9365753736,3.1750246567,1.4838024429,1.8694332752,6.3634777331,5.8500872468,1.3060465822,8.2539261058,13.7809726121,1.3017221759,0.9874819816,3.7807450118,1152.7881040892,3.4601320082,
503,2011-12-14,1.0,0.7696451936,1.8683137074,1.0370968983,7.7831139845,44.2045716924,5.7204648657,234.4724082198,19.7406295698,0.6457323174,3.344108366,6.9923805126,9200.2155006542,53.9351958747,31.7940429462,5.7746478873,78.0728084353,31.2799199569,0.9479719849,3.1877934272,1.5052720696,1.8830908951,6.3618102055,5.9770645732,1.327945817,8.355960902,13.8901716309,1.3064727161,1.0023089356,3.8066651274,1158.7547140768,3.5101208343,
504,2011-12-15,1.0,0.7681081496,1.8608188033,1.0354097857,7.782471772,44.0878715723,5.7087333897,232.1606882249,19.6128734926,0.6447115754,3.3342038559,6.9673554036,9110.354097857,53.537138029,31.8507565865,5.7673400415,77.8093555573,31.3365081804,0.9417774023,3.1882633075,1.502265919,1.8784084799,6.3435747753,5.9662800522,1.328750288,8.3802135341,13.7999846378,1.3053998003,1.0064521085,3.7976803134,1156.6249327905,3.4833704586,
505,2011-12-16,1.0,0.7654623393,1.8436160441,1.0331445193,7.7826852419,43.8104715248,5.6901408451,232.2259644825,19.3991120637,0.6434093693,3.3178965095,6.9149571341,9036.3135333742,52.6997856705,31.8286895285,5.751301286,77.847519902,31.3097060625,0.9376148194,3.1755205144,1.4970912431,1.8769136558,6.3302204532,5.9564451929,1.3093998775,8.3573943662,13.8149877526,1.3015921617,0.9996938151,3.7848285364,1157.6316595224,3.4362369871,
506,2011-12-19,1.0,0.7669299793,1.8614924457,1.035738937,7.7840325178,43.924380704,5.6996702201,232.556177621,19.3971930363,0.6440677966,3.3035508858,6.8945471278,9069.0467060357,52.9350410308,32.0292200322,5.7642457244,77.8587314978,31.2800061354,0.9348876448,3.183986502,1.4999616535,1.8935501189,6.331620523,5.9417900146,1.3126006596,8.3882199555,13.8640233147,1.3047779738,1.0036045709,3.7924687476,1173.4335455173,3.4419817471,
507,2011-12-20,1.0,0.7648768548,1.8588802203,1.0331956555,7.7826984855,43.7937891999,5.6859415634,229.8913874866,19.4974759064,0.6400489521,3.3015909439,6.8670644026,9085.7273978889,52.9753709653,32.0942328285,5.7517209729,77.9256539697,31.3002906532,0.9325378614,3.1795165978,1.4959461527,1.8938350926,6.3418999541,5.895670797,1.3109224415,8.2707664066,13.8201774514,1.3028147468,1.0006119015,3.7838458008,1161.9779715466,3.4105858957,
508,2011-12-21,1.0,0.7660487207,1.8555998161,1.0281905929,7.7813696951,43.6471579592,5.6947295848,231.6378121649,19.6246361269,0.6375823502,3.2988356059,6.8960471886,9070.9590929983,52.685000766,31.7546345948,5.7582350237,77.8765129462,31.2701087789,0.9338133905,3.1685307186,1.4982380879,1.8840202237,6.3378274858,5.9384096829,1.3012869619,8.1912823656,13.8398958174,1.2966906695,0.9914968592,3.7776160564,1150.8196721311,3.4141259384,
509,2011-12-22,1.0,0.7664597225,1.8562121561,1.0246800031,7.7813290412,43.6797731279,5.6975549935,234.8815819729,19.6405303901,0.638077719,3.2957768069,6.8944584962,9059.9984670806,52.629723308,31.499961677,5.7604046907,78.1252395187,31.2600597839,0.9375335326,3.1624894612,1.4990419253,1.8893232161,6.3390051353,5.9507932858,1.2943971794,8.1644056105,13.789990036,1.2940905955,0.9870468307,3.7832451905,1156.9479573848,3.3994021614,
510,2011-12-23,1.0,0.765872712,1.8560159302,1.0192999923,7.7769778663,43.4969748028,5.6934211534,235.038676572,19.7893850042,0.6380485563,3.2901891706,6.8658956881,9055.732557249,52.8551734702,31.2246304664,5.7585969212,78.0654055296,31.3096423374,0.9359730413,3.154476526,1.49789385,1.8966837712,6.3369839933,5.9600214444,1.2914145669,8.1627479513,13.8164968982,1.2931760741,0.9842996094,3.7805008808,1150.9611702535,3.4002450793,
511,2011-12-27,1.0,0.765169485,1.857295891,1.019358788,7.7768765782,43.7692248833,5.6875047823,233.7822327646,19.7298951718,0.6377687658,3.2825770908,6.866248374,9204.6828372485,52.9374856531,31.27783304,5.7520085699,77.8559951029,31.4400489708,0.9342719412,3.1734639223,1.4965184788,1.8999923483,6.3226719718,5.9641135512,1.2920651924,8.1580074987,13.8534700436,1.2962736246,0.9841609917,3.778559951,1155.8497207131,3.3698064121,
512,2011-12-28,1.0,0.7648768548,1.8607924124,1.0149150987,7.7771148845,43.9681811228,5.6874713171,234.8554382744,19.7491203916,0.6380602723,3.2784916628,6.8597980725,9198.5926265871,52.8973535261,31.6548110754,5.7579929631,77.6426495334,31.5396971088,0.9328438121,3.1649839376,1.4959461527,1.8999541074,6.3184182347,5.9652745908,1.2859109683,8.1076181735,13.9854673398,1.2953954413,0.9804956402,3.7975370965,1155.8742542451,3.3614043139,
513,2011-12-29,1.0,0.7758553806,1.8776476065,1.0232756614,7.772596788,43.8443634107,5.7679416557,241.0970595081,20.1024129102,0.6486150981,3.3381177748,6.9372332997,9202.8241135852,53.0522150671,32.2259290868,5.8480099309,77.771743347,31.779812243,0.9454573667,3.1795329351,1.5174179533,1.9124835131,6.3201955156,6.0314997285,1.3046008224,8.1533866087,13.9701295678,1.303824967,0.9930173016,3.8121654124,1155.0159050353,3.4456513306,
514,2011-12-30,1.0,0.7728572533,1.8671458382,1.0213308602,7.7679882526,43.8627405518,5.7455753922,243.1254347322,19.92966999,0.6455676637,3.341293763,6.8877038411,9066.7516809645,53.1053404436,32.2783831826,5.8250251179,77.4402967772,31.6801916686,0.9394852771,3.1729654533,1.5115542159,1.8882448412,6.3055877579,5.9927351418,1.2935311848,8.101862586,13.9510008501,1.2998686143,0.9833062833,3.8220109746,1158.2734368962,3.4453976351,
515,2012-01-02,1.0,0.7730962505,1.8691921144,1.0201005025,7.7675299575,43.8368766911,5.746810978,243.0459992269,19.7178198686,0.6456436026,3.3494395052,6.9018167762,9079.2423656745,53.3049864708,32.1954387321,5.82473908,76.9385388481,31.5098569772,0.9396984925,3.1722458446,1.5120216467,1.8844994202,6.3029764206,5.9945883262,1.2851178972,8.0865094704,13.93196753,1.2973328179,0.9788944724,3.8146888288,1155.2145342095,3.4582914573,
516,2012-01-03,1.0,0.768403258,1.8494698018,1.0119870908,7.7687106193,43.7329030275,5.7138466267,242.4696480713,19.7387428923,0.6416935608,3.3183494698,6.8605348087,9234.4398340249,53.1197172276,31.7503457815,5.7906869525,76.7327493469,31.4399877055,0.9361456893,3.1394651913,1.5028430921,1.8829721838,6.2963731366,5.9435992009,1.2710158291,8.0624711849,13.8015214385,1.286076533,0.9678039035,3.8175042262,1149.5312740126,3.4381435377,
